DescripcionCIAN,ActividadBMXID,DescripcionBMX
FABRICACION DE TUBOS Y POSTES DE HIERRO Y ACERO DE MATERIAL COMPRADO,3423019,FABRICACION DE TUBOS DE ESTAÑO
FABRICACION DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO,,
INDUSTRIA DEL ALUMINIO,3516038,FABRICACION DE OTROS ARTICULOS DE ALUMINIO
REFINACION DE COBRE Y DE OTROS METALES NO FERROSOS,3595024,GALVANIZACION DE TUBERIA
REFINACION DE COBRE Y DE OTROS METALES NO FERROSOS,3594018,FABRICACION DE ARTICULOS DE PELTRE
REFINACION DE COBRE Y DE OTROS METALES NO FERROSOS,3429017,FUNDICION DE METALES NO FERRUGINOSOS
LAMINACION SECUNDARIA DE COBRE,3595032,TALLER DE COBRIZADO
LAMINACION SECUNDARIA DE COBRE,3421013,FUNDICION REFINACION LAMINACION EXTRUSION Y ESTIRAJE DE COBRE Y SUS ALEACIONES
LAMINACION SECUNDARIA DE OTROS METALES NO FERROSOS,6699047,COMPRAVENTA DE OTROS METALES Y MINERALES LAMINADOS Y EN LINGOTES
MOLDEO POR FUNDICION DE PIEZAS DE HIERRO Y ACERO,6991013,COMPRAVENTA DE ARMAS DE FUEGO
MOLDEO POR FUNDICION DE PIEZAS METALICAS NO FERROSAS,3932028,ORFEBRERIA
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3997014,FABRICACION DE ARMAS
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599133,FABRICACION DE TROQUELES
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599125,FABRICACION DE TAPONES DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599117,FABRICACION DE PLANCHAS INDUSTRIALES
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599109,FABRICACION DE PASADORES Y HORQUILLAS
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599092,FABRICACION DE OTROS ARTICULOS DE METAL NO CLASIFICADOS EN OTRA PARTE
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599076,FABRICACION DE OJILLOS DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599050,FABRICACION DE HEBILLAS DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599042,FABRICACION DE ESPUELAS FRENOS Y ARNESES DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3599026,FABRICACION DE CAJAS FUERTES
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3596014,FABRICACION DE PIEZAS METALICAS POR FUNDICION Y MOLDEO EXCEPTO PARA MAQUINARIA EQUIPO Y MATERIAL DE TRANSPORTE
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3521011,FABRICACION DE BUTACAS DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3516054,TALLER DE HERRERIA
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3516046,FABRICACION DE PERFILES PUERTAS Y VENTANAS DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3516020,FABRICACION DE JAULAS DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3516012,FABRICACION DE CORTINAS DE METAL
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3422011,FUNDICION LAMINACION EXTRUSION Y ESTIRAJE DE ALUMINIO Y FABRICACION DE SOLDADURAS ALUMINOTERMICAS
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3413010,FABRICACION DE TUBOS DE HIERRO Y ACERO
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3412020,FABRICACION DE OTROS ARTICULOS DE LAMINA
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3412012,FABRICACION DE LAMINAS DE HIERRO Y ACERO
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3411030,PLANTA METALURGICA
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3411022,FUNDICION DE FIERRO Y ACERO
FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,3411014,FABRICACION DE FIERRO ESPONJA
FABRICACION DE HERRAMIENTAS DE MANO SIN MOTOR Y UTENSILIOS DE COCINA METALICOS,3621019,FABRICACION DE HERRAMIENTAS DE METAL
FABRICACION DE HERRAMIENTAS DE MANO SIN MOTOR Y UTENSILIOS DE COCINA METALICOS,3511012,FABRICACION DE CUBIERTOS Y CUCHILLERIA
FABRICACION DE HERRAMIENTAS DE MANO SIN MOTOR Y UTENSILIOS DE COCINA METALICOS,3352028,FABRICACION DE ESMERILES
FABRICACION DE ESTRUCTURAS METALICAS,3531010,FABRICACION DE ESTRUCTURAS DE METAL
FABRICACION DE PRODUCTOS DE HERRERIA,,
FABRICACION DE CALDERAS INDUSTRIALES,,
FABRICACION DE TANQUES METALICOS DE CALIBRE GRUESO,3532018,FABRICACION DE CALDERAS TANQUES Y TINACOS DE METAL
FABRICACION DE TANQUES METALICOS DE CALIBRE GRUESO,3531028,FABRICACION DE TANQUES PARA ENVASADO DE GASES O LIQUIDOS
FABRICACION DE ENVASES METALICOS DE CALIBRE LIGERO,3591014,FABRICACION DE ENVASES DE LAMINA
FABRICACION DE ENVASES METALICOS DE CALIBRE LIGERO,3532026,FABRICACION DE CALENTADORES PARA BAÑO
FABRICACION DE HERRAJES Y CERRADURAS,3599034,FABRICACION DE CIERRES AUTOMATICOS DE METAL
FABRICACION DE HERRAJES Y CERRADURAS,3515022,FABRICACION DE CERRADURAS
FABRICACION DE HERRAJES Y CERRADURAS,3515014,FABRICACION DE CANDADOS
"FABRICACION DE ALAMBRE, PRODUCTOS DE ALAMBRE Y RESORTES",3593010,FABRICACION DE ALAMBRADOS Y TELAS DE METAL
MAQUINADO DE PIEZAS METALICAS PARA MAQUINARIA Y EQUIPO EN GENERAL,3691012,FABRICACION DE MAQUINAS DE COSER
"FABRICACION DE TORNILLOS, TUERCAS, REMACHES Y SIMILARES",3514016,FABRICACION DE CLAVOS CADENAS GRAPAS Y TACHUELAS
"FABRICACION DE TORNILLOS, TUERCAS, REMACHES Y SIMILARES",3513026,FABRICACION DE TORNILLOS TUERCAS Y PIJAS
"FABRICACION DE TORNILLOS, TUERCAS, REMACHES Y SIMILARES",3513018,FABRICACION DE REMACHES
RECUBRIMIENTOS Y TERMINADOS METALICOS,,
FABRICACION DE VALVULAS METALICAS,3696012,FABRICACION DE FILTROS DE METAL
FABRICACION DE VALVULAS METALICAS,3695014,FABRICACION DE VALVULAS DE METAL
FABRICACION DE OTROS PRODUCTOS METALICOS,3932010,FABRICACION DE ARTICULOS DE JOYERIA
FABRICACION DE OTROS PRODUCTOS METALICOS,3699016,FABRICACION DE ENGRANES DE METAL
FABRICACION DE OTROS PRODUCTOS METALICOS,3599068,FABRICACION DE HOJAS PARA RASURAR
FABRICACION DE OTROS PRODUCTOS METALICOS,3595016,GALVANIZACION DE LAMINA
FABRICACION DE OTROS PRODUCTOS METALICOS,3593036,FABRICACION DE OTROS ARTICULOS DE ALAMBRE
FABRICACION DE OTROS PRODUCTOS METALICOS,3593028,FABRICACION DE ALAMBRE
FABRICACION DE OTROS PRODUCTOS METALICOS,3592012,FABRICACION DE CORCHOLATAS
FABRICACION DE OTROS PRODUCTOS METALICOS,3591022,TALLER DE HOJALATERIA
FABRICACION DE OTROS PRODUCTOS METALICOS,3521037,FABRICACION DE OTROS MUEBLES DE METAL
FABRICACION DE OTROS PRODUCTOS METALICOS,3521029,FABRICACION DE ESTUFAS
FABRICACION DE MAQUINARIA Y EQUIPO AGROPECUARIO,3611028,FABRICACION DE MAQUINARIA E IMPLEMENTOS AGRICOLAS
FABRICACION DE MAQUINARIA Y EQUIPO PARA LA CONSTRUCCION,,
FABRICACION DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EXTRACTIVA,,
FABRICACION DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA DE LA MADERA,6713011170,COMPRA VENTA DE MAQUINARIA EQUIPO IMPLEMENTOS Y HERRAMIENTAS PARA TRABAJAR MADERA Y METALES
FABRICACION DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA DEL HULE Y DEL PLASTICO,,
"FABRICACION DE MAQUINARIA Y EQUIPO PARA LAS INDUSTRIAS MANUFACTURERAS, EXCEPTO LA METALMECANICA",3999101,FABRICACION DE PRODUCTOS MANUFACTURADOS NO CLASIFICADOS EN OTRA PARTE
FABRICACION DE MAQUINARIA Y EQUIPO PARA OTRAS INDUSTRIAS MANUFACTURERAS,3621027,FABRICACION DE REFACCIONES Y MAQUINARIA INDUSTRIAL
FABRICACION DE MAQUINARIA Y EQUIPO PARA EL COMERCIO Y LOS SERVICIOS,,
"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO, CALEFACCION Y DE REFRIGERACION INDUSTRIAL Y COMERCIAL",6999025170,COMPRA VENTA DE EQUIPOS Y APARATOS DE AIRE ACONDICIONADO
"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO, CALEFACCION Y DE REFRIGERACION INDUSTRIAL Y COMERCIAL",6311013170,COMPRA VENTA DE REFRIGERADORES LAVADORAS Y ESTUFAS
"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO, CALEFACCION Y DE REFRIGERACION INDUSTRIAL Y COMERCIAL",3731024,FABRICACION DE REFRIGERADORES Y EQUIPOS DE CALEFACCION DOMESTICA
FABRICACION DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA METALMECANICA,3352036,FABRICACION DE LIJA
"FABRICACION DE MOTORES DE COMBUSTION INTERNA, TURBINAS Y TRANSMISIONES",8913015060,SERVICIOS DE REPARACION ESPECIALIZADO EN PARTES DE AUTOMOVILES EXCEPTO RECONSTRUCCION DE MOTORES Y CARROS
"FABRICACION DE MOTORES DE COMBUSTION INTERNA, TURBINAS Y TRANSMISIONES",3693018090,FABRICACION ENSAMBLE Y REPARACION DE MOTORES NO ELECTRICOS EXCEPTO  PARA VEHICULOS AUTOMOVILES
FABRICACION DE BOMBAS Y SISTEMAS DE BOMBEO,3694024,FABRICACION DE BOMBAS PARA AGUA
FABRICACION DE MAQUINARIA Y EQUIPO PARA LEVANTAR Y TRASLADAR,,
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6999025,COMPRAVENTA DE EQUIPOS Y APARATOS DE AIRE ACONDICIONADO
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6731013,COMPRAVENTA DE BASCULAS BALANZAS Y APARATOS SIMILARES PARA EQUIPO PESADO
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6729034,COMPRAVENTA DE EQUIPO CONTRA INCENDIO
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6729018,COMPRAVENTA DE EQUIPOS DE REFRIGERACION COMERCIAL
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6721014,COMPRAVENTA DE MAQUINAS DE ESCRIBIR
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6719019,COMPRAVENTA DE REFACCIONES PARA MAQUINARIA
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6714027,COMPRAVENTA DE MAQUINARIA USADA
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6714019,COMPRAVENTA DE MAQUINARIA NUEVA
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,6700000,"COMPRAVENTA DE MAQUINARIA, EQUIPO, INSTRUMENTOS, APARATOS Y HERRAMIENTAS, SUS REFACCIONES Y ACCESORIOS"
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,3699024,TALLER MECANICO DE FABRICACION Y REPARACION DE PARTES INDUSTRIALES
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,3692010090,FABRICACION ENSAMBLE Y REPARACION DE GRUAS MONTACARGAS Y OTRAS MAQUIMAQUINAS PARA TRANSPORTAR O LEVANTAR
FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,3631018,FABRICACION ENSAMBLE Y REPARACION DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA DE ALIMENTOS Y BEBIDAS
FABRICACION DE COMPUTADORAS Y EQUIPO PERIFERICO,3729011190,FABRICACION Y ENSAMBLE DE EQUIPOS DE COMPUTO
FABRICACION DE APARATOS TELEFONICOS,,
"FABRICACION DE EQUIPO DE TRANSMISION Y RECEPCION DE SEÑALES DE RADIO, TELEVISION Y CABLE",3793016,FABRICACION DE CABLES DE METAL
"FABRICACION DE EQUIPO DE TRANSMISION Y RECEPCION DE SEÑALES DE RADIO, TELEVISION Y CABLE",3729011090,FABRICACION DE PARTES DISPOSITIVOS Y ACCESORIOS PARA EQUIPO Y APARATOS DE RADIO  TELEVISION Y COMUNICACIONES
"FABRICACION DE EQUIPO DE TRANSMISION Y RECEPCION DE SEÑALES DE RADIO, TELEVISION Y CABLE",3723013,FABRICACION DE APARATOS DE INTERCOMUNICACION
FABRICACION DE OTROS EQUIPOS DE COMUNICACION,,
FABRICACION DE EQUIPO DE AUDIO Y DE VIDEO,,
FABRICACION DE COMPONENTES ELECTRONICOS,3793032,FABRICACION DE REFACCIONES PARA APARATOS ELECTRICOS
"FABRICACION DE INSTRUMENTOS DE NAVEGACION, MEDICION, MEDICOS Y DE CONTROL",3961043,FABRICACION Y REPARACION DE INSTRUMENTOS DE INGENIERIA
"FABRICACION DE INSTRUMENTOS DE NAVEGACION, MEDICION, MEDICOS Y DE CONTROL",3961027,FABRICACION Y REPARACION DE BASCULAS Y BALANZAS
"FABRICACION DE INSTRUMENTOS DE NAVEGACION, MEDICION, MEDICOS Y DE CONTROL",3961019,FABRICACION DE OTROS INSTRUMENTOS DE MEDICION
FABRICACION Y REPRODUCCION DE MEDIOS MAGNETICOS Y OPTICOS,6222012170,COMPRA VENTA DE ARTICULOS DE OPTICA
FABRICACION Y REPRODUCCION DE MEDIOS MAGNETICOS Y OPTICOS,3911014,FABRICACION Y REPARACION DE ARTICULOS DE OPTICA
FABRICACION DE FOCOS,3799030,FABRICACION DE LAMPARAS ELECTRICAS
FABRICACION DE FOCOS,3799022,FABRICACION DE CANDILES Y ARBOTANTES
FABRICACION DE FOCOS,3792018,FABRICACION DE FOCOS
FABRICACION DE LAMPARAS ORNAMENTALES,,
FABRICACION DE ENSERES ELECTRODOMESTICOS MENORES,3999010,FABRICACION DE ABANICOS
FABRICACION DE APARATOS DE LINEA BLANCA,,
FABRICACION DE EQUIPO DE GENERACION Y DISTRIBUCION DE ENERGIA ELECTRICA,3711018090,FABRICACION ENSAMBLE Y REPARACION DE TRANSFORMADORES MOTORES Y MAQUINARIA Y EQUIPO PARA GENERACION DE ENERGIA
FABRICACION DE ACUMULADORES Y PILAS,3791028090,FABRICACION DE PILAS
FABRICACION DE ACUMULADORES Y PILAS,3791010,FABRICACION DE ACUMULADORES
FABRICACION DE CABLES DE CONDUCCION ELECTRICA,3793024,FABRICACION DE MATERIAL PARA INSTALACIONES ELECTRICAS
"FABRICACION DE ENCHUFES, CONTACTOS, FUSIBLES Y OTROS ACCESORIOS PARA INSTALACIONES ELECTRICAS",,
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,6721036,COMPRAVENTA DE EQUIPO DE PROCESAMIENTO ELECTRONICO DE DATOS
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,6628012,COMPRAVENTA DE MATERIAL PARA INSTALACIONES ELECTRICAS Y DE SONIDO
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,6419015170,COMPRA VENTA DE OTROS APARATOS ELECTRICOS DE USO NO DOMESTICO
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,5021019,PIDIREGAS ENERGIA ELECTRICA
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,5011911,CARTERA DE ENERGIA ELECTRICA DE ESTADOS ANALITICOS
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,5011903,USUARIOS MENORES ENERGIA ELECTRICA
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,3731016,FABRICACION DE OTROS APARATOS ELECTRICOS PARA EL HOGAR
FABRICACION DE OTROS PRODUCTOS ELECTRICOS,3721017,FABRICACION DE RADIOS TOCADISCOS GRABADORAS Y TELEVISORES
FABRICACION DE AUTOMOVILES Y CAMIONETAS,6813019,COMPRAVENTA DE BICICLETAS Y SUS ACCESORIOS
FABRICACION DE AUTOMOVILES Y CAMIONETAS,6812011,COMPRAVENTA DE AUTOMOVILES Y CAMIONES USADOS
FABRICACION DE AUTOMOVILES Y CAMIONETAS,6811013,COMPRAVENTA DE AUTOMOVILES Y CAMIONES NUEVOS
FABRICACION DE AUTOMOVILES Y CAMIONETAS,3821015060,FABRICACION ENSAMBLE Y REPARACION DE CARROS DE FERROCARRIL Y OTRO  EQUIPO FERROVIARIO
FABRICACION DE AUTOMOVILES Y CAMIONETAS,3812030,FABRICACION Y ENSAMBLE DE OTROS VEHICULOS
FABRICACION DE AUTOMOVILES Y CAMIONETAS,3811016,FABRICACION Y ENSAMBLE DE AUTOMOVILES Y CAMIONES
FABRICACION DE CAMIONES Y TRACTOCAMIONES,,
FABRICACION DE CARROCERIAS Y REMOLQUES,,
FABRICACION DE MOTORES DE GASOLINA Y SUS PARTES PARA VEHICULOS AUTOMOTRICES,3819010,FABRICACION DE REFACCIONES Y ACCESORIOS AUTOMOTRICES
FABRICACION DE MOTORES DE GASOLINA Y SUS PARTES PARA VEHICULOS AUTOMOTRICES,3817014,FABRICACION DE BUJIAS
FABRICACION DE MOTORES DE GASOLINA Y SUS PARTES PARA VEHICULOS AUTOMOTRICES,3815018,FABRICACION DE MUELLES Y RESORTES PARA VEHICULOS
FABRICACION DE MOTORES DE GASOLINA Y SUS PARTES PARA VEHICULOS AUTOMOTRICES,3813012060,FABRICACION DE PISTONES BIELAS ANILLOS CIGUEÑALES Y MONOBLOCKS PARA MOTORES
FABRICACION DE EQUIPO ELECTRICO Y ELECTRONICO PARA VEHICULOS AUTOMOTORES,3961069,FABRICACION DE TAXIMETROS
FABRICACION DE PARTES DE SISTEMAS DE DIRECCION Y DE SUSPENSION PARA VEHICULOS AUTOMOTRICES,6819025170,COMPRA VENTA DE VEHICULOS ACUATICOS Y SUS REFACCIONES
FABRICACION DE PARTES DE SISTEMAS DE DIRECCION Y DE SUSPENSION PARA VEHICULOS AUTOMOTRICES,3814010,FABRICACION DE PARTES PARA EL SISTEMA DE TRANSMISION DE VEHICULOS AUTOMOVILES
FABRICACION DE PARTES DE SISTEMAS DE FRENOS PARA VEHICULOS AUTOMOTRICES,3816016,FABRICACION DE PARTES PARA EL SISTEMA DE FRENOS DE VEHICULOS AUTOMOVILES
FABRICACION DE PARTES DE SISTEMAS DE TRANSMISION,,
FABRICACION DE ASIENTOS PARA VEHICULOS AUTOMOTORES,,
FABRICACION DE PIEZAS METALICAS TROQUELADAS PARA VEHICULOS AUTOMOTRICES,3812022,FABRICACION DE FURGONES Y VAGONES
FABRICACION DE PIEZAS METALICAS TROQUELADAS PARA VEHICULOS AUTOMOTRICES,3812014,FABRICACION DE CARROCERIAS DE METAL
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,9129017,SERVICIOS DE ENSEÑANZA DE MUSICA DANZA Y OTRAS ARTES CULTURA FISICA MANEJO DE VEHICULOS Y OTROS ESPECIALIZADOS
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6819033,COMPRAVENTA DE VEHICULOS AEREOS
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6819025,COMPRAVENTA DE VEHICULOS ACUATICOS Y SUS REFACCIONES
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6819017170,COMPRA VENTA DE PARTES Y REFACCIONES PARA VEHICULOS AEREOS
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6819017,COMPRAVENTA DE PARTES Y REFACCIONES PARA VEHICULOS AEREOS
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6816013170,COMPRA VENTA DE REFACCIONES Y ACCESORIOS USADOS PARA AUTOMOVILES Y  CAMIONES
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6816013,COMPRAVENTA DE REFACCIONES Y ACCESORIOS USADOS PARA AUTOMOVILES Y CAMIONES
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6814017,COMPRAVENTA DE LLANTAS
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,6813027,COMPRAVENTA DE MOTOCICLETAS Y SUS ACCESORIOS
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,3693018,FABRICACION ENSAMBLE Y REPARACION DE MOTORES NO ELECTRICOS EXCEPTO PARA VEHICULOS AUTOMOVILES
FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES,2432011,FABRICACION DE CUBRE ASIENTOS PARA VEHICULOS
FABRICACION DE EQUIPO AEROESPACIAL,3832012,FABRICACION ENSAMBLE Y REPARACION DE AERONAVES
FABRICACION DE EQUIPO FERROVIARIO,,
FABRICACION DE EMBARCACIONES,3831014,FABRICACION Y REPARACION DE BUQUES Y BARCOS
FABRICACION DE OTRO EQUIPO DE TRANSPORTE,,
FABRICACION DE COCINAS,,
"FABRICACION DE MUEBLES, EXCEPTO COCINAS Y MUEBLES DE OFICINA Y ESTANTERIA",6732037170,COMPRA VENTA DE MUEBLES PARA CONSULTORIOS Y SANATORIOS
"FABRICACION DE MUEBLES, EXCEPTO COCINAS Y MUEBLES DE OFICINA Y ESTANTERIA",3319044,FABRICACION DE MUEBLES Y ARTICULOS SANITARIOS
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,6999174,ADQUISICION DE BIENES MUEBLES
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,6900006,COMPRAVENTA DE BIENES INMUEBLES Y ARTÍCULOS DIVERSOS
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,6732037,COMPRAVENTA DE MUEBLES PARA CONSULTORIOS Y SANATORIOS
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,6729026170,COMPRA VENTA DE ACCESORIOS PARA MUEBLES
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,6721022170,COMPRA VENTA DE MUEBLES Y ARTICULOS PARA OFICINA
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,4219011,IMPERMEABILIZACION DE INMUEBLES
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,2711027,FABRICACION DE MUEBLES DE MATERIAL SINTETICO
FABRICACION DE MUEBLES DE OFICINA Y ESTANTERIA,2711019,FABRICACION DE MUEBLES DE MADERA
FABRICACION DE COLCHONES,2713023,FABRICACION DE COLCHONES Y COLCHONETAS
FABRICACION DE COLCHONES,2713015,FABRICACION DE ALMOHADAS Y COJINES
FABRICACION DE PERSIANAS Y CORTINEROS,2712017,FABRICACION DE PERSIANAS DE MADERA
"FABRICACION DE EQUIPO Y MATERIAL PARA USO MEDICO, DENTAL Y PARA LABORATORIO",6732045,COMPRAVENTA DE EQUIPOS QUIMICOS Y PARA LABORATORIO
"FABRICACION DE EQUIPO Y MATERIAL PARA USO MEDICO, DENTAL Y PARA LABORATORIO",6732011170,COMPRA VENTA DE ARTICULOS MEDICOS
"FABRICACION DE EQUIPO Y MATERIAL PARA USO MEDICO, DENTAL Y PARA LABORATORIO",3994010,FABRICACION DE ARTICULOS PARA DENTISTA
"FABRICACION DE EQUIPO Y MATERIAL PARA USO MEDICO, DENTAL Y PARA LABORATORIO",3323011,FABRICACION DE AMPOLLETAS
"FABRICACION DE EQUIPO Y MATERIAL PARA USO MEDICO, DENTAL Y PARA LABORATORIO",3051034,FABRICACION DE OXIGENO MEDICINAL
"FABRICACION DE EQUIPO Y MATERIAL PARA USO MEDICO, DENTAL Y PARA LABORATORIO",3051018,FABRICACION DE ALGODON ESTERILIZADO  GASAS Y VENDAS
METALISTERIA Y JOYERIA,3595040,TALLER DE CROMADO Y NIQUELADO
METALISTERIA Y JOYERIA,3411915,CARTERA SIDERURGICA Y DE PRODUCTOS METALICOS DE ES
FABRICACION DE ARTICULOS DEPORTIVOS,3951036,FABRICACION DE OTROS ARTICULOS PARA DEPORTES
FABRICACION DE ARTICULOS DEPORTIVOS,3951028,FABRICACION DE MESAS DE BILLAR
FABRICACION DE ARTICULOS DEPORTIVOS,3951010,FABRICACION DE APARATOS PARA GIMNASIA
FABRICACION DE JUGUETES,,
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",6623020170,COMPRA VENTA DE PINTURAS BARNICES Y BROCHAS
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",6233019170,COMPRA VENTA DE PAPELERIA Y ARTICULOS DE ESCRITORIO
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",3993020,FABRICACION DE SELLOS PARA CARROS DE FERROCARRIL
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",3993012,FABRICACION DE SELLOS DE GOMA
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",3992056,FABRICACION DE PIZARRONES
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",3992048,FABRICACION DE LAPICES
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",3992030,FABRICACION DE CINTAS PARA MAQUINAS CALCULADORAS REGISTRADORAS Y DE ESCRIBIR
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",3992014,FABRICACION DE ARTICULOS PARA ESCRITORIO
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",3921013,FABRICACION DE RELOJES
"FABRICACION DE ARTICULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA",2529082,FABRICACION DE BROCHAS Y PINCELES
FABRICACION DE ANUNCIOS,3999078,FABRICACION DE ROTULOS
FABRICACION DE ANUNCIOS,3799014,FABRICACION DE ANUNCIOS LUMINOSOS
OTRAS INDUSTRIAS MANUFACTURERAS,8419013,"SERVICIO DE INVESTIGACION DE MERCADO  SOLVENCIA FINANCIERA, DE PATENTES  Y MARCAS INDUSTRIALES Y OTROS SIMILARES"
